entity_id,state,last_changed
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:38:51.113Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:39:33.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:40:06.981Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:44:40.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:45:14.004Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:53:38.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:54:11.950Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:59:18.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:59:52.074Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:03:19.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:04:36.055Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:06:24.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:06:58.030Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:07:40.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:08:56.987Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:11:51.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:12:25.035Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:14:13.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:14:46.990Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:17:08.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:18:25.053Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:19:40.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:20:13.956Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:22:02.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:22:36.063Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:23:18.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:23:51.964Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:37:46.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:39:02.955Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:50:45.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:51:19.080Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T19:52:01.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T19:52:34.964Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T20:00:26.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T20:00:59.955Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T20:06:06.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T20:06:39.951Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T20:10:07.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T20:10:40.952Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T20:11:23.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T20:11:56.975Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T20:13:12.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T20:14:28.963Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T20:16:50.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T20:18:06.953Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T22:26:18.464Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T22:26:51.485Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T22:29:46.464Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T22:30:19.566Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T22:41:29.465Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T22:42:45.520Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T22:53:22.464Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T22:53:55.507Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T22:54:38.465Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T22:55:54.776Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T22:58:16.465Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T22:58:49.503Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T23:01:11.477Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T23:01:44.508Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T23:08:30.464Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T23:09:03.481Z
